                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.91802,                0.75202,                 1.1261,                0.50461,                0.48433,                0.45062,                0.29876,                 1.2901,                 1.5281,                 1.3972,              0.0058703,              0.0058703,              0.0058703
                    148,                0.92173,                0.74504,                 1.1243,                0.55643,                0.45161,                0.45212,                0.30123,                 1.2683,                 1.5392,                 1.3755,               0.005842,               0.005842,               0.005842
                    149,                0.92583,                0.74278,                 1.1222,                0.51694,                0.46251,                0.44854,                0.29517,                 1.2839,                 1.5657,                 1.3835,              0.0058137,              0.0058137,              0.0058137
                    150,                 0.9183,                0.74115,                 1.1186,                0.50614,                0.46711,                0.45103,                0.29782,                  1.279,                 1.5589,                 1.3767,              0.0057854,              0.0057854,              0.0057854
                    151,                 0.9327,                0.74292,                 1.1144,                0.52328,                0.45748,                0.44812,                0.29605,                 1.2731,                 1.5776,                 1.3793,              0.0057571,              0.0057571,              0.0057571
                    152,                0.92086,                0.73819,                   1.12,                0.51124,                0.47884,                0.45081,                0.29667,                 1.2808,                 1.5604,                 1.3869,              0.0057289,              0.0057289,              0.0057289
                    153,                0.90315,                0.73583,                  1.114,                0.50442,                0.46292,                0.44731,                0.29548,                 1.2814,                 1.5788,                 1.3794,              0.0057006,              0.0057006,              0.0057006
                    154,                0.92801,                0.74076,                 1.1189,                0.53874,                0.45078,                0.44583,                 0.2959,                 1.2783,                 1.5732,                  1.385,              0.0056723,              0.0056723,              0.0056723
                    155,                0.92039,                0.72779,                 1.1189,                0.52083,                0.45991,                 0.4501,                0.30064,                 1.2652,                 1.5478,                 1.3774,               0.005644,               0.005644,               0.005644
                    156,                0.90703,                 0.7182,                 1.1055,                0.53336,                0.46292,                0.45336,                0.30087,                 1.2701,                 1.5631,                 1.3811,              0.0056157,              0.0056157,              0.0056157
                    157,                0.91948,                0.73871,                 1.1232,                0.53215,                0.45161,                0.45323,                0.30243,                 1.2713,                 1.5542,                 1.3823,              0.0055874,              0.0055874,              0.0055874
                    158,                0.92269,                0.71558,                 1.1125,                0.51788,                0.46376,                 0.4515,                0.29703,                  1.291,                 1.5517,                 1.3984,              0.0055591,              0.0055591,              0.0055591
                    159,                0.91499,                  0.726,                 1.1164,                0.55143,                0.43067,                0.44251,                0.29347,                 1.2876,                 1.5947,                 1.4002,              0.0055309,              0.0055309,              0.0055309
                    160,                 0.9007,                 0.7227,                 1.1115,                0.51567,                0.46669,                0.45074,                0.29679,                 1.2991,                 1.5538,                 1.4019,              0.0055026,              0.0055026,              0.0055026
                    161,                0.90283,                0.72041,                 1.1148,                0.56349,                 0.4181,                0.44317,                0.29188,                 1.3109,                 1.5741,                 1.4078,              0.0054743,              0.0054743,              0.0054743
                    162,                0.90726,                0.72107,                 1.1141,                0.54055,                0.43611,                0.44559,                0.29215,                 1.3041,                  1.602,                 1.4063,               0.005446,               0.005446,               0.005446
                    163,                0.90259,                0.71468,                 1.1072,                 0.5407,                0.43276,                0.44215,                0.29243,                 1.2943,                 1.6056,                  1.399,              0.0054177,              0.0054177,              0.0054177
                    164,                0.90153,                 0.7295,                 1.1152,                0.53914,                0.44365,                0.45534,                0.30068,                  1.292,                 1.5634,                 1.3989,              0.0053894,              0.0053894,              0.0053894
                    165,                0.90872,                  0.706,                 1.1055,                0.51172,                0.45413,                0.44606,                0.29716,                 1.2809,                 1.6192,                 1.3915,              0.0053611,              0.0053611,              0.0053611
                    166,                0.91317,                0.71247,                 1.1134,                0.53765,                0.45287,                0.45727,                0.30367,                 1.2934,                  1.554,                  1.404,              0.0053329,              0.0053329,              0.0053329
                    167,                0.90005,                0.69058,                  1.101,                0.51684,                0.46837,                0.45596,                 0.3005,                 1.2892,                 1.5512,                 1.3904,              0.0053046,              0.0053046,              0.0053046
                    168,                0.90222,                0.70959,                 1.1087,                0.54331,                0.46401,                 0.4601,                0.30378,                 1.2843,                 1.5612,                  1.393,              0.0052763,              0.0052763,              0.0052763
                    169,                0.87819,                0.70211,                 1.1024,                0.55246,                0.44424,                0.45464,                0.30199,                 1.2843,                 1.5717,                 1.3933,               0.005248,               0.005248,               0.005248
                    170,                0.91548,                0.71176,                 1.1124,                0.52592,                0.45287,                0.44605,                0.29692,                 1.2867,                 1.5828,                 1.3987,              0.0052197,              0.0052197,              0.0052197
                    171,                0.89519,                0.70133,                 1.1092,                0.50207,                0.48094,                0.45295,                 0.3019,                 1.2876,                 1.5625,                 1.3987,              0.0051914,              0.0051914,              0.0051914
                    172,                0.89206,                0.69733,                 1.1038,                0.52881,                 0.4491,                0.45124,                0.30049,                 1.2724,                 1.5624,                 1.3828,              0.0051631,              0.0051631,              0.0051631
                    173,                0.88336,                 0.7107,                 1.1124,                0.52093,                0.44278,                0.44365,                0.29453,                 1.2874,                 1.6124,                 1.4024,              0.0051349,              0.0051349,              0.0051349
                    174,                0.87826,                0.68984,                    1.1,                0.54709,                0.43779,                0.45797,                0.30665,                 1.2808,                 1.5564,                 1.3878,              0.0051066,              0.0051066,              0.0051066
                    175,                0.89676,                0.70058,                 1.1038,                0.53042,                0.44742,                0.45347,                0.30386,                  1.289,                 1.5832,                 1.4009,              0.0050783,              0.0050783,              0.0050783
                    176,                0.89389,                0.69579,                 1.1013,                0.51256,                 0.4646,                0.44688,                0.29759,                 1.2942,                 1.5853,                  1.408,                0.00505,                0.00505,                0.00505
                    177,                0.88501,                 0.6944,                  1.094,                0.57145,                0.42456,                 0.4442,                 0.2961,                 1.2885,                 1.5991,                 1.4013,              0.0050217,              0.0050217,              0.0050217
                    178,                0.87916,                0.68228,                  1.096,                0.53742,                0.44784,                0.44547,                0.29508,                 1.2889,                 1.5909,                 1.4055,              0.0049934,              0.0049934,              0.0049934
                    179,                0.90275,                0.68669,                  1.101,                0.54767,                0.44156,                0.44657,                 0.2961,                 1.2964,                 1.6023,                 1.4035,              0.0049651,              0.0049651,              0.0049651
                    180,                0.87289,                0.67613,                  1.095,                0.52438,                0.44895,                0.44663,                0.29736,                 1.2864,                 1.6114,                 1.4006,              0.0049369,              0.0049369,              0.0049369
                    181,                 0.8829,                 0.6838,                 1.1022,                0.55408,                0.43622,                0.44913,                0.29802,                 1.2973,                 1.5921,                  1.407,              0.0049086,              0.0049086,              0.0049086
                    182,                0.88107,                0.67801,                 1.0961,                0.55882,                0.43088,                0.44922,                0.30069,                 1.2881,                 1.5763,                 1.3949,              0.0048803,              0.0048803,              0.0048803
                    183,                0.88546,                 0.6816,                 1.0889,                0.53341,                0.46586,                0.45277,                0.30294,                 1.2786,                 1.5739,                 1.3864,               0.004852,               0.004852,               0.004852
                    184,                0.88883,                0.68452,                 1.0982,                0.52099,                 0.4748,                0.45608,                0.30428,                 1.2788,                 1.5739,                 1.3809,              0.0048237,              0.0048237,              0.0048237
