                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                0.91336,                 0.7333,                 1.0924,                0.55565,                0.46443,                0.46375,                0.32732,                 1.2749,                 1.7017,                 1.3777,               0.006535,               0.006535,               0.006535
                    142,                0.89278,                0.72032,                 1.0831,                0.57528,                0.43617,                0.46744,                0.32582,                 1.2698,                  1.715,                 1.3727,              0.0065102,              0.0065102,              0.0065102
                    143,                0.88245,                0.72583,                 1.0832,                0.55978,                0.47019,                 0.4743,                0.32858,                 1.2713,                 1.6669,                 1.3715,              0.0064855,              0.0064855,              0.0064855
                    144,                0.88873,                 0.7145,                 1.0839,                0.55173,                0.45099,                0.46789,                0.32501,                 1.2589,                 1.6981,                 1.3615,              0.0064608,              0.0064608,              0.0064608
                    145,                0.87323,                0.70648,                 1.0816,                0.55202,                0.44824,                0.46745,                0.32135,                 1.2762,                 1.7274,                 1.3775,               0.006436,               0.006436,               0.006436
                    146,                0.89527,                0.70844,                 1.0863,                0.55701,                0.45671,                0.45896,                0.31969,                 1.2822,                  1.753,                 1.3874,              0.0064112,              0.0064112,              0.0064112
                    147,                0.86632,                 0.7061,                 1.0794,                0.56987,                0.45968,                 0.4667,                0.32594,                 1.2755,                 1.7103,                 1.3805,              0.0063865,              0.0063865,              0.0063865
                    148,                0.87358,                0.70062,                 1.0779,                 0.5523,                0.46689,                0.47306,                0.33128,                  1.275,                 1.7345,                 1.3732,              0.0063618,              0.0063618,              0.0063618
                    149,                0.87315,                0.69856,                 1.0759,                 0.5492,                0.48309,                0.48056,                0.33419,                 1.2764,                 1.7176,                 1.3725,               0.006337,               0.006337,               0.006337
                    150,                0.86561,                0.69506,                 1.0736,                0.60042,                0.44827,                0.47338,                0.33059,                 1.2836,                 1.7396,                  1.388,              0.0063122,              0.0063122,              0.0063122
                    151,                0.88792,                0.69873,                 1.0701,                0.58104,                0.45159,                0.46503,                0.32673,                 1.2701,                 1.7444,                  1.373,              0.0062875,              0.0062875,              0.0062875
                    152,                 0.8754,                  0.693,                 1.0783,                0.54968,                0.46611,                0.46041,                0.32135,                 1.2752,                 1.7016,                 1.3858,              0.0062628,              0.0062628,              0.0062628
                    153,                0.85261,                 0.6944,                 1.0676,                0.51752,                0.48035,                0.47329,                0.33285,                 1.2718,                 1.7205,                 1.3752,               0.006238,               0.006238,               0.006238
                    154,                0.88212,                 0.6985,                 1.0786,                0.53226,                0.48056,                0.47546,                0.33257,                 1.2653,                  1.693,                 1.3633,              0.0062132,              0.0062132,              0.0062132
                    155,                 0.8675,                0.69279,                 1.0719,                0.56773,                0.45328,                0.46257,                 0.3251,                 1.2768,                 1.7398,                  1.376,              0.0061885,              0.0061885,              0.0061885
                    156,                0.85906,                0.68187,                 1.0626,                0.57898,                 0.4521,                0.45846,                0.32008,                 1.2745,                 1.7567,                 1.3746,              0.0061637,              0.0061637,              0.0061637
                    157,                0.87336,                0.69459,                 1.0813,                0.56969,                0.46528,                0.46701,                0.32721,                 1.2786,                 1.7543,                  1.377,               0.006139,               0.006139,               0.006139
                    158,                0.88079,                0.68554,                 1.0724,                0.59185,                0.45366,                0.47328,                0.33007,                 1.2841,                 1.7325,                 1.3839,              0.0061142,              0.0061142,              0.0061142
                    159,                0.87262,                0.68652,                 1.0771,                0.55008,                0.47021,                0.46916,                  0.329,                 1.2662,                 1.7598,                 1.3808,              0.0060895,              0.0060895,              0.0060895
                    160,                0.85497,                0.68696,                 1.0693,                0.54871,                0.46752,                 0.4651,                0.32544,                 1.2647,                 1.7406,                 1.3663,              0.0060647,              0.0060647,              0.0060647
                    161,                0.85125,                 0.6813,                  1.071,                0.56641,                0.46304,                0.47423,                0.33194,                 1.2696,                 1.7215,                 1.3689,                0.00604,                0.00604,                0.00604
                    162,                0.85967,                0.67759,                 1.0674,                0.58531,                0.45006,                0.47075,                0.32626,                 1.2832,                 1.7585,                 1.3876,              0.0060152,              0.0060152,              0.0060152
                    163,                0.85179,                0.68076,                 1.0634,                0.58591,                0.44596,                0.47134,                0.32999,                 1.2844,                 1.7544,                 1.3869,              0.0059905,              0.0059905,              0.0059905
                    164,                0.85688,                 0.6921,                 1.0735,                0.56681,                0.46964,                0.46717,                 0.3283,                 1.2854,                 1.7198,                 1.3996,              0.0059658,              0.0059658,              0.0059658
                    165,                0.86668,                 0.6757,                  1.065,                0.56484,                0.45801,                0.46685,                0.32484,                 1.2826,                 1.7443,                 1.3952,               0.005941,               0.005941,               0.005941
                    166,                0.86685,                 0.6711,                  1.071,                0.56136,                0.47311,                0.47839,                0.33168,                 1.2792,                 1.7411,                 1.3849,              0.0059163,              0.0059163,              0.0059163
                    167,                0.85132,                0.66168,                 1.0604,                0.53925,                 0.4864,                0.47902,                0.33245,                 1.2867,                 1.7092,                 1.3834,              0.0058915,              0.0058915,              0.0058915
                    168,                0.85745,                 0.6805,                 1.0684,                0.56799,                0.46457,                 0.4794,                0.33037,                 1.2781,                 1.7474,                 1.3863,              0.0058668,              0.0058668,              0.0058668
                    169,                0.83402,                0.67189,                 1.0616,                0.56448,                0.46693,                0.47242,                0.32664,                 1.2626,                 1.7249,                  1.377,               0.005842,               0.005842,               0.005842
                    170,                0.87649,                0.67237,                  1.072,                0.56947,                0.46676,                0.47276,                0.33279,                 1.2594,                 1.7069,                 1.3822,              0.0058173,              0.0058173,              0.0058173
                    171,                0.84542,                0.67552,                 1.0655,                0.53174,                0.50578,                0.47929,                0.33704,                 1.2624,                 1.7138,                 1.3735,              0.0057925,              0.0057925,              0.0057925
                    172,                0.84745,                0.66592,                 1.0648,                0.57342,                0.46361,                0.47704,                0.33512,                 1.2729,                 1.7308,                  1.383,              0.0057678,              0.0057678,              0.0057678
                    173,                 0.8341,                0.67305,                 1.0716,                 0.5869,                0.45416,                0.47072,                0.32956,                 1.2869,                  1.769,                 1.3954,               0.005743,               0.005743,               0.005743
                    174,                0.83071,                0.65887,                 1.0574,                0.56307,                0.46749,                0.47143,                0.33039,                 1.2724,                 1.7694,                 1.3869,              0.0057183,              0.0057183,              0.0057183
                    175,                0.85096,                 0.6726,                 1.0652,                0.56433,                 0.4556,                0.46949,                0.32982,                 1.2732,                 1.7722,                 1.3859,              0.0056935,              0.0056935,              0.0056935
                    176,                0.84758,                0.66983,                 1.0582,                0.59081,                0.43951,                0.46904,                0.32804,                 1.2701,                  1.758,                 1.3805,              0.0056688,              0.0056688,              0.0056688
                    177,                0.84091,                0.66063,                 1.0553,                0.58265,                0.44538,                0.47227,                0.33229,                 1.2814,                 1.7675,                 1.3906,               0.005644,               0.005644,               0.005644
                    178,                0.83994,                0.65368,                 1.0604,                0.54489,                0.46492,                0.47298,                0.33273,                  1.281,                 1.7801,                 1.3899,              0.0056193,              0.0056193,              0.0056193
                    179,                0.86143,                0.66556,                 1.0601,                 0.5508,                0.46621,                0.47482,                0.33158,                 1.2768,                 1.7608,                  1.386,              0.0055945,              0.0055945,              0.0055945
                    180,                0.83322,                0.65263,                  1.057,                0.60544,                0.43927,                0.47897,                0.33389,                 1.2732,                  1.775,                 1.3851,              0.0055698,              0.0055698,              0.0055698
                    181,                0.83681,                0.65523,                 1.0624,                0.58554,                0.45211,                0.48111,                0.33525,                 1.2794,                 1.7408,                 1.3849,               0.005545,               0.005545,               0.005545
                    182,                0.83838,                 0.6558,                 1.0608,                0.52641,                0.49209,                0.47843,                0.33174,                 1.2732,                 1.7346,                 1.3856,              0.0055202,              0.0055202,              0.0055202
                    183,                0.84092,                0.65176,                 1.0502,                0.59689,                0.44342,                0.47656,                0.33132,                 1.2699,                   1.74,                 1.3822,              0.0054955,              0.0054955,              0.0054955
                    184,                0.84582,                0.65629,                 1.0612,                0.55995,                 0.4556,                0.47466,                0.33181,                 1.2661,                  1.762,                   1.38,              0.0054707,              0.0054707,              0.0054707
                    185,                0.83436,                0.66253,                  1.061,                 0.5646,                0.45035,                0.47373,                0.33553,                 1.2714,                 1.7675,                 1.3882,               0.005446,               0.005446,               0.005446
                    186,                0.81846,                0.64429,                 1.0563,                0.53304,                0.47759,                0.46717,                0.32949,                 1.2706,                 1.7871,                 1.3951,              0.0054212,              0.0054212,              0.0054212
                    187,                 0.8156,                0.63857,                   1.05,                0.57179,                0.45031,                0.46672,                0.32669,                 1.2768,                  1.782,                 1.3932,              0.0053965,              0.0053965,              0.0053965
                    188,                0.84352,                0.65068,                 1.0614,                0.55083,                0.47329,                0.47527,                0.33383,                 1.2688,                 1.7554,                 1.3818,              0.0053717,              0.0053717,              0.0053717
                    189,                0.82832,                0.63513,                 1.0535,                0.53025,                0.48136,                0.47845,                0.33534,                 1.2703,                 1.7545,                 1.3881,               0.005347,               0.005347,               0.005347
                    190,                0.82474,                0.64869,                 1.0532,                0.56588,                0.46649,                0.47523,                 0.3352,                 1.2708,                 1.7515,                 1.3892,              0.0053223,              0.0053223,              0.0053223
                    191,                0.84399,                0.64579,                 1.0504,                0.58626,                0.45394,                0.47297,                0.33347,                 1.2651,                 1.7675,                  1.388,              0.0052975,              0.0052975,              0.0052975
                    192,                0.83081,                0.63943,                 1.0546,                0.61896,                0.43665,                0.47149,                0.33017,                 1.2764,                 1.7544,                 1.3947,              0.0052727,              0.0052727,              0.0052727
                    193,                 0.8231,                0.63202,                 1.0516,                0.58905,                0.44187,                0.47215,                0.32905,                 1.2711,                 1.7809,                 1.3873,               0.005248,               0.005248,               0.005248
                    194,                0.82419,                 0.6396,                 1.0478,                0.57879,                0.44308,                0.47011,                0.32822,                 1.2629,                 1.7957,                 1.3808,              0.0052233,              0.0052233,              0.0052233
                    195,                0.82348,                0.62719,                 1.0452,                 0.5777,                0.46078,                0.47452,                0.33286,                 1.2633,                 1.7834,                 1.3838,              0.0051985,              0.0051985,              0.0051985
                    196,                0.82109,                0.62945,                 1.0477,                0.59981,                0.45933,                 0.4794,                0.33528,                 1.2672,                 1.7411,                 1.3864,              0.0051737,              0.0051737,              0.0051737
                    197,                0.82564,                0.63086,                 1.0576,                0.55507,                0.47859,                0.48842,                0.33954,                 1.2698,                 1.7602,                 1.3919,               0.005149,               0.005149,               0.005149
                    198,                0.83411,                0.63843,                 1.0534,                0.54512,                0.48791,                 0.4826,                0.33639,                 1.2604,                 1.7605,                 1.3824,              0.0051243,              0.0051243,              0.0051243
                    199,                0.81791,                0.63156,                 1.0481,                 0.5483,                0.46396,                0.47096,                0.33105,                 1.2696,                 1.7831,                 1.3878,              0.0050995,              0.0050995,              0.0050995
                    200,                0.83006,                0.63675,                 1.0542,                0.58552,                 0.4446,                0.47182,                0.33271,                   1.28,                 1.7653,                 1.3933,              0.0050747,              0.0050747,              0.0050747
                    201,                  0.819,                0.63296,                 1.0506,                0.58405,                0.44842,                0.47436,                0.33323,                 1.2774,                 1.7612,                 1.3919,                0.00505,                0.00505,                0.00505
                    202,                 0.8143,                0.63481,                 1.0501,                0.56241,                0.46652,                0.47263,                0.33394,                 1.2732,                 1.7565,                 1.3833,              0.0050253,              0.0050253,              0.0050253
                    203,                0.81747,                0.62945,                 1.0491,                0.54206,                0.47539,                0.47135,                0.33512,                 1.2718,                 1.7509,                 1.3887,              0.0050005,              0.0050005,              0.0050005
                    204,                0.82089,                0.62976,                 1.0464,                0.57371,                0.45046,                0.46371,                0.33154,                   1.27,                 1.7612,                 1.3911,              0.0049758,              0.0049758,              0.0049758
                    205,                0.80676,                0.62808,                  1.044,                0.59541,                0.43252,                0.46367,                0.32926,                 1.2719,                   1.78,                  1.395,               0.004951,               0.004951,               0.004951
                    206,                0.83195,                0.63177,                  1.051,                0.57638,                0.44165,                0.46295,                0.32768,                 1.2692,                 1.7915,                  1.393,              0.0049263,              0.0049263,              0.0049263
                    207,                0.81426,                0.62922,                 1.0452,                0.54123,                0.45648,                0.46457,                0.32717,                  1.274,                 1.7916,                 1.3937,              0.0049015,              0.0049015,              0.0049015
                    208,                0.81733,                0.62295,                 1.0487,                0.52627,                0.46931,                0.46198,                0.32664,                 1.2695,                 1.7872,                 1.3902,              0.0048768,              0.0048768,              0.0048768
                    209,                0.80372,                0.61897,                 1.0414,                0.55868,                0.45224,                0.46207,                0.32649,                 1.2777,                 1.7847,                 1.3975,               0.004852,               0.004852,               0.004852
                    210,                0.80675,                0.61577,                 1.0445,                0.52868,                0.46966,                0.46535,                0.32814,                 1.2759,                  1.773,                 1.3975,              0.0048272,              0.0048272,              0.0048272
                    211,                0.80266,                0.61237,                 1.0386,                0.58927,                0.44666,                0.46863,                 0.3277,                 1.2828,                 1.7769,                 1.4022,              0.0048025,              0.0048025,              0.0048025
                    212,                0.79134,                0.61419,                 1.0439,                0.58728,                 0.4479,                0.46961,                0.33179,                 1.2854,                  1.778,                 1.4098,              0.0047778,              0.0047778,              0.0047778
                    213,                0.81353,                0.62423,                 1.0485,                0.58059,                0.44623,                0.47221,                0.33456,                 1.2808,                 1.7824,                 1.4065,               0.004753,               0.004753,               0.004753
                    214,                0.81159,                0.61718,                 1.0416,                0.57926,                 0.4574,                0.47635,                0.33462,                   1.28,                 1.7761,                  1.401,              0.0047283,              0.0047283,              0.0047283
                    215,                0.80845,                0.61317,                 1.0402,                0.57754,                0.45248,                0.47103,                0.32974,                 1.2783,                 1.7691,                 1.3993,              0.0047035,              0.0047035,              0.0047035
                    216,                0.80248,                 0.6099,                 1.0367,                0.60852,                0.43047,                0.46665,                0.32778,                 1.2718,                 1.7766,                  1.387,              0.0046788,              0.0046788,              0.0046788
                    217,                0.80306,                0.60261,                 1.0385,                0.57712,                0.45265,                0.46935,                0.32918,                 1.2736,                 1.7861,                 1.3904,               0.004654,               0.004654,               0.004654
                    218,                0.79895,                 0.6042,                 1.0399,                0.57383,                0.44907,                0.46376,                0.32736,                 1.2803,                 1.7954,                 1.3982,              0.0046293,              0.0046293,              0.0046293
                    219,                0.79379,                0.60254,                 1.0289,                0.56388,                0.44455,                0.46218,                0.32764,                 1.2787,                 1.7988,                 1.3991,              0.0046045,              0.0046045,              0.0046045
                    220,                0.81364,                0.59931,                 1.0384,                0.58093,                 0.4342,                0.45806,                0.32542,                  1.284,                  1.814,                 1.4001,              0.0045798,              0.0045798,              0.0045798
                    221,                0.79073,                0.59923,                 1.0322,                0.56692,                0.44742,                0.45802,                0.32311,                 1.2764,                 1.8102,                 1.4005,               0.004555,               0.004555,               0.004555
                    222,                0.79981,                0.60204,                  1.036,                0.58506,                0.44259,                0.46365,                0.32546,                  1.266,                 1.7918,                 1.3909,              0.0045303,              0.0045303,              0.0045303
                    223,                0.81996,                0.60761,                 1.0396,                0.55568,                0.45414,                0.46395,                0.32591,                  1.275,                 1.7937,                  1.392,              0.0045055,              0.0045055,              0.0045055
                    224,                0.80185,                0.60869,                 1.0405,                0.53689,                0.47939,                0.47118,                0.32933,                 1.2773,                 1.7839,                  1.397,              0.0044808,              0.0044808,              0.0044808
                    225,                0.79041,                0.60177,                 1.0357,                0.56134,                0.45527,                0.46543,                0.32798,                 1.2806,                 1.7884,                  1.401,               0.004456,               0.004456,               0.004456
                    226,                0.78453,                0.59434,                 1.0277,                0.55454,                0.45092,                0.46271,                0.32909,                 1.2786,                 1.7934,                 1.3992,              0.0044313,              0.0044313,              0.0044313
                    227,                0.80246,                0.60436,                 1.0403,                0.54373,                0.45913,                0.46576,                0.33197,                 1.2738,                 1.7983,                 1.3928,              0.0044065,              0.0044065,              0.0044065
                    228,                0.79631,                0.59134,                 1.0342,                0.55898,                0.45122,                0.46984,                0.33332,                 1.2699,                 1.7953,                 1.3887,              0.0043818,              0.0043818,              0.0043818
                    229,                0.79761,                0.59986,                  1.034,                 0.5631,                 0.4566,                0.47024,                0.33088,                 1.2826,                 1.8146,                 1.3996,               0.004357,               0.004357,               0.004357
                    230,                 0.7925,                0.59785,                 1.0341,                0.56056,                0.45654,                 0.4668,                0.33024,                 1.2789,                 1.8092,                 1.3965,              0.0043323,              0.0043323,              0.0043323
                    231,                0.77968,                0.58564,                 1.0324,                0.58047,                0.43478,                0.46457,                0.32737,                   1.28,                 1.8284,                 1.3955,              0.0043075,              0.0043075,              0.0043075
                    232,                0.78309,                0.58292,                 1.0293,                 0.5616,                0.45295,                0.46415,                0.32797,                 1.2758,                  1.819,                 1.3949,              0.0042828,              0.0042828,              0.0042828
                    233,                0.78636,                 0.5939,                 1.0271,                0.55869,                0.46202,                0.46517,                0.32936,                 1.2704,                 1.8039,                 1.3907,               0.004258,               0.004258,               0.004258
                    234,                0.79374,                0.58874,                 1.0359,                0.57769,                0.44965,                0.46828,                0.32984,                 1.2733,                 1.8064,                 1.3952,              0.0042333,              0.0042333,              0.0042333
                    235,                0.79174,                0.59143,                 1.0336,                0.57693,                0.44625,                0.47119,                0.33093,                 1.2776,                 1.8082,                  1.402,              0.0042085,              0.0042085,              0.0042085
                    236,                0.78854,                 0.5951,                 1.0301,                 0.5793,                0.44524,                0.46708,                0.32797,                 1.2801,                 1.8136,                 1.4024,              0.0041837,              0.0041837,              0.0041837
                    237,                0.77306,                0.57991,                 1.0254,                0.55759,                0.45822,                0.46727,                0.32907,                  1.278,                 1.8062,                 1.4009,               0.004159,               0.004159,               0.004159
                    238,                0.79394,                 0.5909,                 1.0318,                0.57302,                0.45784,                0.46454,                 0.3292,                  1.272,                 1.8142,                 1.3934,              0.0041342,              0.0041342,              0.0041342
                    239,                0.79066,                0.58806,                 1.0237,                0.57958,                0.44563,                0.46667,                0.33308,                 1.2705,                 1.8112,                 1.3943,              0.0041095,              0.0041095,              0.0041095
                    240,                0.78437,                0.58467,                 1.0294,                0.56557,                0.46259,                0.46666,                0.33435,                 1.2696,                 1.8197,                  1.392,              0.0040847,              0.0040847,              0.0040847
                    241,                  0.776,                0.58351,                 1.0286,                0.57261,                0.44879,                0.46257,                0.33316,                 1.2762,                 1.8196,                 1.3935,                0.00406,                0.00406,                0.00406
                    242,                 0.7761,                0.56902,                 1.0233,                 0.5964,                0.43458,                0.46263,                0.33173,                 1.2777,                 1.8308,                 1.3946,              0.0040352,              0.0040352,              0.0040352
                    243,                0.78791,                0.58357,                 1.0237,                 0.5492,                0.45732,                0.46354,                0.33074,                 1.2791,                 1.8404,                  1.395,              0.0040105,              0.0040105,              0.0040105
                    244,                0.75863,                0.56991,                 1.0224,                0.55305,                 0.4577,                0.46416,                0.33132,                 1.2812,                 1.8305,                 1.3995,              0.0039857,              0.0039857,              0.0039857
                    245,                0.76821,                 0.5742,                 1.0239,                 0.5428,                0.46573,                 0.4635,                0.33222,                 1.2766,                 1.8209,                 1.3972,               0.003961,               0.003961,               0.003961
                    246,                0.77504,                0.57791,                 1.0241,                0.56367,                0.45598,                0.46475,                0.33165,                 1.2741,                 1.8287,                  1.397,              0.0039362,              0.0039362,              0.0039362
                    247,                0.76427,                0.56917,                 1.0184,                0.60745,                0.43212,                0.46561,                0.33346,                 1.2766,                 1.8361,                 1.3993,              0.0039115,              0.0039115,              0.0039115
                    248,                0.77803,                0.57549,                 1.0224,                0.58159,                0.44032,                0.46359,                0.33159,                 1.2804,                  1.849,                 1.4067,              0.0038867,              0.0038867,              0.0038867
                    249,                 0.7599,                0.57134,                 1.0174,                 0.5786,                 0.4435,                0.46305,                0.33053,                 1.2821,                 1.8501,                 1.4057,               0.003862,               0.003862,               0.003862
                    250,                0.76134,                0.56526,                 1.0221,                0.59505,                0.43532,                 0.4652,                0.33129,                 1.2826,                  1.849,                 1.4061,              0.0038372,              0.0038372,              0.0038372
                    251,                0.76113,                0.56405,                 1.0168,                0.57378,                0.45066,                0.46762,                0.33133,                 1.2835,                 1.8446,                 1.4052,              0.0038125,              0.0038125,              0.0038125
                    252,                0.77392,                0.58415,                 1.0178,                 0.5633,                0.44591,                0.46326,                0.32936,                 1.2892,                 1.8568,                 1.4075,              0.0037878,              0.0037878,              0.0037878
                    253,                0.76924,                0.56249,                 1.0175,                0.59978,                0.44016,                 0.4655,                0.32861,                 1.2903,                 1.8576,                 1.4109,               0.003763,               0.003763,               0.003763
                    254,                0.77909,                0.57262,                 1.0171,                0.59081,                 0.4445,                0.46428,                0.32646,                 1.2899,                 1.8574,                 1.4102,              0.0037383,              0.0037383,              0.0037383
                    255,                 0.7653,                0.56323,                 1.0186,                0.59114,                0.44457,                0.46432,                0.32655,                 1.2898,                 1.8621,                 1.4103,              0.0037135,              0.0037135,              0.0037135
                    256,                0.76449,                0.56522,                 1.0188,                0.59565,                0.43809,                0.46246,                0.32614,                 1.2911,                 1.8631,                 1.4107,              0.0036888,              0.0036888,              0.0036888
                    257,                0.76719,                0.56887,                 1.0202,                0.60881,                0.42917,                0.46358,                0.32727,                 1.2919,                 1.8541,                 1.4098,               0.003664,               0.003664,               0.003664
                    258,                0.78084,                0.57658,                 1.0187,                 0.5859,                0.43713,                0.46354,                0.32749,                 1.2907,                 1.8396,                 1.4038,              0.0036393,              0.0036393,              0.0036393
                    259,                0.74731,                0.55897,                 1.0151,                 0.5859,                0.43536,                0.46284,                0.32695,                 1.2874,                 1.8313,                 1.4017,              0.0036145,              0.0036145,              0.0036145
                    260,                0.74859,                0.55852,                 1.0121,                0.57934,                0.43816,                 0.4631,                0.32498,                 1.2891,                  1.833,                 1.4026,              0.0035898,              0.0035898,              0.0035898
                    261,                 0.7783,                 0.5738,                 1.0172,                0.55733,                0.45409,                0.46099,                0.32483,                  1.291,                  1.846,                 1.4026,               0.003565,               0.003565,               0.003565
                    262,                0.76535,                0.57053,                 1.0189,                0.55771,                0.45705,                 0.4592,                0.32536,                 1.2882,                 1.8433,                 1.3991,              0.0035403,              0.0035403,              0.0035403
                    263,                 0.7629,                0.55753,                 1.0151,                0.57557,                0.44169,                   0.46,                0.32708,                 1.2904,                 1.8402,                 1.4022,              0.0035155,              0.0035155,              0.0035155
                    264,                0.75423,                0.55283,                 1.0135,                0.56294,                0.44618,                0.46071,                0.32631,                 1.2929,                  1.849,                 1.4057,              0.0034908,              0.0034908,              0.0034908
                    265,                0.75808,                0.55312,                 1.0152,                0.53971,                0.46507,                 0.4636,                0.32587,                 1.2919,                  1.859,                 1.4056,               0.003466,               0.003466,               0.003466
                    266,                0.74474,                0.55674,                 1.0154,                0.55831,                0.44828,                0.46454,                0.32767,                 1.2926,                 1.8723,                 1.4078,              0.0034413,              0.0034413,              0.0034413
                    267,                0.77832,                0.55654,                 1.0162,                0.54619,                0.45672,                0.46672,                0.32906,                 1.2929,                 1.8748,                 1.4085,              0.0034165,              0.0034165,              0.0034165
                    268,                0.75587,                0.55048,                 1.0153,                0.52436,                0.47516,                0.46462,                0.32858,                 1.2928,                 1.8779,                 1.4099,              0.0033918,              0.0033918,              0.0033918
                    269,                0.72843,                0.54497,                 1.0082,                0.58408,                0.43497,                0.46411,                0.32867,                 1.2918,                 1.8707,                 1.4102,               0.003367,               0.003367,               0.003367
                    270,                0.74764,                 0.5449,                 1.0091,                 0.6061,                0.42829,                0.46332,                0.32692,                 1.2937,                 1.8692,                 1.4147,              0.0033423,              0.0033423,              0.0033423
                    271,                0.74924,                0.54183,                 1.0108,                0.59784,                0.43676,                 0.4643,                0.32872,                 1.2905,                 1.8724,                 1.4111,              0.0033175,              0.0033175,              0.0033175
                    272,                0.76257,                0.55992,                 1.0145,                0.59306,                 0.4357,                0.46481,                0.32935,                 1.2918,                 1.8639,                  1.411,              0.0032928,              0.0032928,              0.0032928
                    273,                0.75818,                0.55854,                 1.0165,                0.59684,                0.43518,                0.46574,                0.32904,                  1.293,                 1.8613,                 1.4133,               0.003268,               0.003268,               0.003268
                    274,                 0.7659,                0.55274,                 1.0157,                0.60408,                0.43164,                 0.4668,                0.32976,                 1.2927,                 1.8604,                 1.4146,              0.0032433,              0.0032433,              0.0032433
                    275,                0.74274,                0.53966,                 1.0077,                0.61427,                0.42501,                  0.468,                0.33036,                 1.2915,                 1.8603,                 1.4124,              0.0032185,              0.0032185,              0.0032185
                    276,                0.74467,                0.54851,                  1.014,                0.58976,                0.44081,                0.46746,                 0.3309,                 1.2916,                  1.857,                 1.4141,              0.0031938,              0.0031938,              0.0031938
                    277,                0.75238,                0.54457,                 1.0157,                0.60344,                0.42898,                0.46672,                0.32986,                 1.2879,                 1.8636,                 1.4104,               0.003169,               0.003169,               0.003169
                    278,                0.74363,                0.53557,                 1.0083,                0.61657,                0.42771,                0.46556,                0.33002,                 1.2893,                 1.8573,                 1.4135,              0.0031443,              0.0031443,              0.0031443
                    279,                0.74902,                 0.5456,                 1.0116,                0.60618,                0.43422,                0.46555,                0.32937,                 1.2885,                 1.8589,                 1.4134,              0.0031195,              0.0031195,              0.0031195
                    280,                0.74554,                0.53444,                 1.0095,                0.58842,                0.44501,                 0.4666,                0.33094,                 1.2903,                 1.8676,                 1.4169,              0.0030948,              0.0030948,              0.0030948
                    281,                0.74137,                0.53911,                 1.0066,                0.59346,                0.44339,                0.46556,                0.33005,                  1.295,                 1.8752,                 1.4204,                0.00307,                0.00307,                0.00307
                    282,                0.74375,                0.54326,                 1.0067,                0.59992,                0.44104,                0.46518,                0.33054,                 1.3001,                 1.8802,                 1.4257,              0.0030452,              0.0030452,              0.0030452
                    283,                0.74261,                0.53835,                 1.0055,                0.60482,                0.43361,                0.46606,                0.33068,                 1.3035,                 1.8753,                 1.4297,              0.0030205,              0.0030205,              0.0030205
                    284,                0.73983,                0.53055,                 1.0017,                0.58244,                0.44508,                0.46737,                0.33084,                 1.3029,                 1.8736,                 1.4283,              0.0029957,              0.0029957,              0.0029957
                    285,                0.75169,                0.54119,                 1.0125,                 0.5954,                0.44507,                0.46898,                0.33266,                    1.3,                 1.8737,                 1.4237,               0.002971,               0.002971,               0.002971
                    286,                0.73412,                0.53097,                 1.0049,                0.59876,                0.44386,                 0.4699,                0.33278,                 1.3003,                 1.8761,                 1.4227,              0.0029462,              0.0029462,              0.0029462
                    287,                0.73123,                0.53458,                 1.0052,                0.59666,                0.44504,                0.47018,                0.33296,                 1.3001,                 1.8772,                 1.4218,              0.0029215,              0.0029215,              0.0029215
                    288,                0.74061,                0.53303,                 1.0048,                 0.5907,                0.44513,                0.47025,                0.33414,                    1.3,                  1.881,                 1.4217,              0.0028967,              0.0028967,              0.0028967
                    289,                0.72965,                0.53757,                  1.005,                0.58393,                0.44964,                0.47058,                0.33366,                 1.2993,                 1.8831,                 1.4207,               0.002872,               0.002872,               0.002872
                    290,                0.72047,                0.53906,                 1.0053,                0.57551,                0.45447,                0.46902,                0.33278,                 1.2995,                 1.8868,                 1.4185,              0.0028472,              0.0028472,              0.0028472
                    291,                0.73947,                0.53574,                 1.0063,                0.56793,                0.46015,                0.46972,                0.33269,                 1.2996,                 1.8908,                 1.4179,              0.0028225,              0.0028225,              0.0028225
                    292,                0.72246,                0.52073,                  0.999,                0.57403,                0.45444,                0.47041,                0.33313,                 1.3021,                 1.8921,                 1.4197,              0.0027977,              0.0027977,              0.0027977
                    293,                0.72251,                0.52773,                0.99997,                0.58008,                0.45261,                0.47109,                0.33279,                  1.304,                 1.8948,                 1.4222,               0.002773,               0.002773,               0.002773
                    294,                0.74213,                0.52875,                  1.003,                0.59625,                0.44429,                0.47038,                0.33263,                 1.3062,                 1.9006,                 1.4238,              0.0027482,              0.0027482,              0.0027482
                    295,                0.73582,                0.52304,                      1,                0.58634,                0.44878,                0.47144,                0.33425,                 1.3061,                 1.8966,                 1.4215,              0.0027235,              0.0027235,              0.0027235
                    296,                0.72892,                0.52681,                 1.0015,                0.59007,                0.45099,                0.47128,                0.33422,                 1.3076,                 1.8935,                 1.4219,              0.0026987,              0.0026987,              0.0026987
                    297,                0.73342,                 0.5261,                0.99865,                0.60177,                0.44228,                0.47223,                0.33464,                 1.3075,                 1.8936,                 1.4223,               0.002674,               0.002674,               0.002674
